1064,36,0,1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,
0.00921304,0.77913327,0.76883558,0.71557463,0.0190531,0.00036302,0.00137092,-0.08185085,-0.08462018,-0.08761528,0.00205346,0.00000422,0.01242993,0.60742655,0.59017375,0.54233389,0.01876751,0.00035222,0.34777109,0.70725707,-0.00098416,-1.40564468,0.57685041,0.3327564,-1.46847402,7.45765522,3.12865608,1.07551627,1.86483411,3.47760628,0.19017713,-1.18612718,-1.86806006,-3.54531988,0.64501108,0.4160393,0
0.00155194,0.7848429,0.78227938,0.77951282,0.00171324,0.00000294,0.00629714,-0.06162559,-0.08153397,-0.09009677,0.00878585,0.00007719,0.00381034,0.61861848,0.61278898,0.60717252,0.00421332,0.00001775,-0.79662425,0.7964492,-0.15967927,-2.48198041,1.0795235,1.165371,0.67807466,3.45930723,1.99599885,1.02292038,0.82353784,0.67821457,-0.6369405,-1.43898208,-2.18153154,-4.60451082,1.00649111,1.01302435,0
-0.00191812,0.78226349,0.77557025,0.77275175,0.00308191,0.0000095,-0.01356698,-0.0607953,-0.08886874,-0.10813327,0.01646896,0.00027123,0.0005453,0.61714254,0.61361457,0.61031145,0.00227407,0.00000517,1.16788816,2.52003463,0.70526246,-2.29755,1.62697879,2.64705998,-0.72699661,3.3566414,1.26382928,0.33535691,1.02321669,1.0469724,1.77929037,-1.27673312,-3.71416855,-6.03449181,1.89701337,3.59865973,0
0.00819987,0.80684877,0.78246288,0.77014571,0.01194738,0.00014274,0.0028586,-0.05831344,-0.0681736,-0.08211625,0.00746117,0.00005567,0.00843596,0.64426854,0.6215183,0.59976454,0.01445696,0.000209,1.54552297,5.01826041,1.98636922,-0.50534777,1.76507105,3.11547581,0.27877175,1.99145201,1.02502655,0.08959622,0.56372326,0.31778391,0.00075253,-0.71387112,-2.85966821,-4.01045433,1.07776237,1.16157173,0
-0.00374355,0.8014137,0.7783628,0.76979038,0.00945646,0.00008942,0.0079639,-0.04860422,-0.06285157,-0.07976649,0.0098901,0.00009781,0.00198519,0.61944706,0.61445064,0.60982573,0.00381767,0.00001457,-0.920108,6.94737411,5.2221472,1.96049749,1.69734888,2.88099321,-1.54246693,3.78681236,1.12590385,-0.91683137,1.7283644,2.98724352,-0.46638276,2.05456838,0.95954711,-0.50431504,0.77791788,0.60515623,0
0.00051888,0.77893486,0.77795029,0.77606998,0.00077534,0.0000006,-0.00074091,-0.0493471,-0.05934646,-0.064771,0.00473679,0.00002244,-0.00056435,0.62615933,0.62442927,0.62331902,0.00084913,0.00000072,-0.14900528,0.91448,0.35467403,-0.72631912,0.47871034,0.22916359,0.66816081,2.29977852,1.15161196,-0.55859145,0.83818178,0.7025487,-0.41053673,-0.76023585,-1.26004814,-2.82853194,0.64792233,0.41980334,0
-0.00285749,0.78072717,0.7753319,0.76874935,0.00381812,0.00001458,-0.0080168,-0.04613503,-0.05674203,-0.07007678,0.00875955,0.00007673,-0.0011717,0.62434862,0.62085461,0.61790364,0.00244248,0.00000597,1.06371759,1.4131902,-0.97894948,-2.66879225,1.23449946,1.52398891,-0.90023776,2.50240795,1.34884642,-0.73091261,1.05652029,1.11623513,-0.53720887,-3.78161171,-5.84356832,-6.76402621,0.91411658,0.83560913,0
0.00992419,0.80368002,0.78174712,0.7662701,0.01301597,0.00016942,0.00922198,-0.0445415,-0.05822174,-0.07007177,0.010105,0.00010211,0.000943,0.63296353,0.62348223,0.6154996,0.00637561,0.00004065,-0.09961959,2.43983025,0.98355568,-0.93807691,1.03402007,1.0691975,0.68491687,2.66152955,0.4741694,-1.33157944,1.07215613,1.14951876,0.91769527,-1.14138896,-3.86519505,-5.12997228,1.28530698,1.65201404,0
-0.00209747,0.79487258,0.78083194,0.77431136,0.00615035,0.00003783,0.00487685,-0.03453344,-0.04230053,-0.05137912,0.00585913,0.00003433,0.01114717,0.62736423,0.60828561,0.58806843,0.01271039,0.00016155,0.14477188,4.91501502,2.72679231,-0.32842234,1.36769055,1.87057745,-1.21024441,3.27825807,0.4917276,-1.09289749,1.61936279,2.62233586,-0.13395301,0.73749069,-0.0737428,-0.81584932,0.44388717,0.19703582,0
