Time_stamp,Ax,Ay,Az,Gx,Gy,Gz,Label
16:01:55.387,0.751709,-0.121094,0.647461,-14.817074,81.036591,-30.579269
16:01:55.464,0.752930,-0.122559,0.637939,0.884146,1.493902,-0.823171
16:01:55.492,0.751221,-0.117432,0.640381,0.701220,0.884146,-1.310976
16:01:55.547,0.748535,-0.116455,0.640137,0.762195,0.975610,-1.158537
16:01:55.589,0.748291,-0.119141,0.634033,1.981707,0.701220,-1.310976
16:01:55.597,0.751221,-0.115967,0.641846,0.274390,0.213415,-1.951220
16:01:55.646,0.752930,-0.134033,0.643311,2.317073,0.640244,-1.341463
16:01:55.654,0.743652,-0.113037,0.640625,1.189024,1.493902,-1.554878
16:01:55.681,0.737793,-0.105957,0.647217,1.432927,0.487805,-2.134146
16:01:55.738,0.744873,-0.125488,0.636963,2.256098,0.609756,-2.164634
16:01:55.754,0.754883,-0.115723,0.645752,1.676829,0.518293,-2.195122
16:01:55.804,0.752930,-0.120605,0.648682,1.402439,0.304878,-1.067073
16:01:55.813,0.745361,-0.128662,0.637939,2.500000,0.487805,-0.640244
16:01:55.862,0.739014,-0.112061,0.639404,1.006098,-0.457317,-1.463415
16:01:55.896,0.734131,-0.111328,0.628418,1.707317,-1.402439,-2.530488
16:01:55.928,0.747559,-0.118408,0.642090,1.676829,-1.585366,-1.920732
16:01:55.965,0.751709,-0.122070,0.634766,2.408537,-1.890244,-1.310976
16:01:55.977,0.748779,-0.119141,0.615967,0.609756,-1.890244,-3.109756
16:01:56.011,0.750244,-0.093506,0.619385,0.975610,-2.134146,-3.871951
16:01:56.043,0.752441,-0.110596,0.628906,1.829268,-1.097561,-2.073171
16:01:56.083,0.768066,-0.123291,0.611084,4.542683,-1.676829,-3.292683
16:01:56.115,0.752441,-0.069336,0.627686,-5.243903,-1.798781,-6.981708
16:01:56.149,0.736084,-0.023438,0.638672,-15.792684,-0.518293,-11.006098
16:01:56.183,0.763672,-0.109131,0.653564,2.439024,-1.829268,-6.951220
16:01:56.220,0.810303,-0.193604,0.643555,4.603659,-0.670732,-2.621951
16:01:56.253,0.770996,-0.097656,0.677979,-2.591464,2.012195,-2.682927
16:01:56.285,0.771484,-0.093506,0.701660,-3.018293,4.481708,-1.798781
16:01:56.322,0.790771,-0.179199,0.650879,4.695122,5.335366,1.859756
16:01:56.352,0.781738,-0.141113,0.658691,4.664634,6.067073,2.652439
16:01:56.363,0.760498,-0.093262,0.625732,3.963415,6.432927,2.408537
16:01:56.417,0.761230,-0.095215,0.618408,5.548780,6.189024,2.103659
16:01:56.454,0.766846,-0.124023,0.648926,9.756098,4.390244,-0.030488
16:01:56.461,0.727051,-0.051025,0.596924,-0.396341,2.774390,-0.701220
16:01:56.528,0.762939,-0.106201,0.598389,5.152439,3.414634,0.335366
16:01:56.536,0.772949,-0.092285,0.660645,1.615854,4.237805,-0.670732
16:01:56.567,0.759033,-0.091309,0.653076,-2.652439,2.926829,-2.621951
16:01:56.627,0.740967,-0.103271,0.631592,3.170732,1.006098,-2.682927
16:01:56.638,0.739014,-0.090088,0.634033,1.676829,1.737805,-2.865854
16:01:56.660,0.744873,-0.082764,0.632568,1.981707,1.158537,-3.658537
16:01:56.692,0.751709,-0.112793,0.669678,1.951220,0.579268,-3.689024
16:01:56.726,0.746338,-0.088867,0.649658,-1.158537,1.554878,-3.750000
16:01:56.757,0.751953,-0.111572,0.638184,1.859756,2.591464,-4.390244
16:01:56.799,0.748779,-0.088867,0.658936,1.554878,1.676829,-5.000000
16:01:56.828,0.753906,-0.106201,0.653564,2.073171,1.036585,-3.841464
16:01:56.862,0.749023,-0.101807,0.652832,2.103659,0.792683,-4.024390
16:01:56.901,0.742432,-0.101807,0.645996,1.371951,0.975610,-3.902439
16:01:56.943,0.737549,-0.105225,0.647461,1.951220,0.213415,-4.329268
16:01:56.972,0.735107,-0.107178,0.643066,1.402439,-0.945122,-4.024390
16:01:57.006,0.738770,-0.100586,0.637695,2.012195,-1.310976,-3.048780
16:01:57.041,0.736816,-0.105957,0.636230,2.256098,-1.067073,-3.719512
16:01:57.071,0.736816,-0.084229,0.658203,1.463415,-0.884146,-3.079268
16:01:57.106,0.739746,-0.090088,0.653320,1.676829,-0.335366,-1.585366
16:01:57.145,0.736328,-0.109863,0.659668,3.231707,-0.731707,-1.493902
16:01:57.153,0.742432,-0.097168,0.665039,3.689024,-0.914634,-1.097561
16:01:57.200,0.740967,-0.095459,0.643311,3.567073,-1.006098,-0.701220
16:01:57.237,0.752197,-0.093018,0.656006,3.262195,-1.402439,-0.975610
16:01:57.244,0.754150,-0.093018,0.643555,3.689024,-1.890244,1.554878
16:01:57.290,0.747314,-0.099854,0.631836,7.317073,-2.286585,1.432927
16:01:57.324,0.741455,-0.060791,0.626221,5.365854,-3.414634,-0.670732
16:01:57.359,0.743408,-0.068359,0.631348,2.164634,-3.567073,-1.554878
16:01:57.398,0.771973,-0.066895,0.642578,2.804878,-2.134146,-2.378049
16:01:57.407,0.754395,-0.067871,0.641113,1.524390,-2.012195,-2.957317
16:01:57.432,0.766357,-0.065674,0.641357,-1.554878,-1.676829,-4.359756
16:01:57.491,0.761719,-0.060547,0.645752,-8.597561,0.396341,-5.091464
16:01:57.524,0.751221,-0.056152,0.626465,-11.310976,0.884146,-3.993902
16:01:57.560,0.744141,-0.117188,0.639893,0.609756,-4.481708,-3.567073
16:01:57.568,0.825439,-0.061523,0.708740,-2.530488,0.426829,-5.792683
16:01:57.606,0.774658,-0.074951,0.712158,-2.591464,3.414634,-1.310976
16:01:57.636,0.803223,-0.125732,0.656006,9.939025,0.487805,1.768293
16:01:57.691,0.774170,-0.096924,0.600098,10.182927,0.396341,1.371951
16:01:57.705,0.774414,-0.081055,0.605469,7.439024,0.853659,1.250000
16:01:57.742,0.788818,-0.091797,0.631104,7.835366,0.670732,2.804878
16:01:57.784,0.794434,-0.081543,0.643555,0.853659,3.689024,4.268293
16:01:57.815,0.771240,-0.071533,0.585205,6.310976,5.365854,6.463415
16:01:57.857,0.753418,-0.062012,0.657471,2.012195,2.103659,-0.091463
16:01:57.879,0.756836,-0.047607,0.609619,-1.006098,3.262195,-2.804878
16:01:57.911,0.765625,-0.071045,0.626709,-0.457317,3.750000,0.243902
16:01:57.947,0.770264,-0.079590,0.649170,-4.969512,3.170732,-1.890244
16:01:57.988,0.749756,-0.075928,0.639893,-0.426829,3.140244,-3.871951
16:01:58.028,0.750244,-0.055664,0.638428,-0.762195,3.902439,-3.628049
16:01:58.038,0.750000,-0.052979,0.658203,-6.585366,3.932927,-4.695122
16:01:58.079,0.747070,-0.081543,0.650391,0.731707,3.048780,-5.000000
16:01:58.116,0.750488,-0.057129,0.642578,-2.317073,3.109756,-5.792683
16:01:58.137,0.764648,-0.057129,0.647949,0.365854,3.018293,-4.451220
16:01:58.181,0.758057,-0.075928,0.655029,2.774390,1.920732,-3.902439
16:01:58.190,0.755859,-0.072998,0.648926,0.670732,2.012195,-4.756098
16:01:58.214,0.758057,-0.060791,0.631592,3.597561,2.164634,-5.487805
16:01:58.272,0.749756,-0.055420,0.661621,-0.030488,1.128049,-5.091464
16:01:58.310,0.754883,-0.084229,0.644287,2.073171,0.975610,-3.079268
16:01:58.345,0.750977,-0.082031,0.632812,1.158537,1.280488,-3.140244
16:01:58.354,0.741211,-0.071777,0.647949,1.890244,0.182927,-3.109756
16:01:58.381,0.741455,-0.081543,0.641113,0.579268,-0.884146,-4.054878
16:01:58.440,0.759033,-0.070557,0.632080,-2.012195,-0.670732,-3.658537
16:01:58.472,0.751953,-0.072754,0.639648,-1.402439,-0.487805,-2.469512
16:01:58.535,0.747803,-0.086670,0.641357,0.457317,-1.524390,-1.158537
16:01:58.551,0.745117,-0.060547,0.626465,2.073171,-2.042683,-2.378049
16:01:58.576,0.735107,-0.055176,0.648682,1.371951,-2.652439,-2.195122
16:01:58.608,0.747559,-0.060059,0.650879,3.079268,-2.987805,-2.682927
16:01:58.639,0.762939,-0.063477,0.635010,4.451220,-0.030488,0.457317
16:01:58.671,0.775879,-0.098145,0.655518,7.804878,-0.304878,2.042683
16:01:58.703,0.758545,-0.041748,0.662842,3.841464,0.182927,0.487805
16:01:58.742,0.739502,-0.049561,0.632324,3.140244,-3.262195,-1.128049
16:01:58.752,0.742676,-0.006836,0.591797,-4.420732,-1.097561,-5.365854
16:01:58.801,0.757812,-0.047607,0.633545,-5.914634,-1.036585,-4.512195
16:01:58.807,0.790283,-0.096924,0.625000,0.030488,2.317073,0.304878
16:01:58.858,0.771484,-0.099854,0.665039,0.701220,2.439024,-0.670732
16:01:58.893,0.776611,-0.064941,0.656494,3.109756,2.439024,-1.951220
16:01:58.899,0.762451,-0.048828,0.657715,0.000000,1.524390,-1.585366
16:01:58.982,0.755127,-0.032227,0.636475,2.530488,0.975610,-3.506098
16:01:59.010,0.785400,-0.029053,0.671387,-0.701220,1.554878,-2.804878
16:01:59.016,0.800049,-0.062744,0.693115,-2.286585,5.274390,0.762195
16:01:59.061,0.783203,-0.082764,0.642090,4.420732,5.853659,-0.396341
16:01:59.066,0.771240,-0.055420,0.604492,6.615854,4.969512,1.524390
16:01:59.097,0.706787,-0.036865,0.627197,1.768293,-0.487805,-2.804878
16:01:59.134,0.739502,-0.051270,0.604980,5.152439,-1.310976,-2.500000
16:01:59.166,0.774902,-0.076172,0.613525,3.231707,0.274390,-0.426829
16:01:59.197,0.791260,-0.070312,0.655518,0.152439,1.097561,1.097561
16:01:59.273,0.760986,-0.051025,0.623535,-3.048780,0.640244,-2.256098
16:01:59.284,0.759277,-0.029297,0.608398,-2.195122,0.182927,-3.079268
16:01:59.295,0.778076,-0.052734,0.647217,-5.091464,0.853659,-0.762195
16:01:59.342,0.786377,-0.064697,0.658691,-2.225610,1.341463,0.823171
16:01:59.384,0.764648,-0.077637,0.634521,0.426829,1.798781,0.000000
