Time_stamp,Ax,Ay,Az,Gx,Gy,Gz,Label
11:29:39.359,0.810791,-0.197021,0.563965,10.121951,3.353659,2.378049,1
11:29:39.416,0.799316,-0.209229,0.601318,6.920732,4.451220,5.609756,1
11:29:39.448,0.789551,-0.155273,0.572266,-5.579268,7.103659,8.140244,1
11:29:39.456,0.777100,-0.181152,0.574219,1.158537,7.530488,3.170732,1
11:29:39.524,0.787598,-0.129150,0.613281,-7.987805,8.170732,-1.371951,1
11:29:39.532,0.760986,-0.178467,0.617432,-9.512196,6.798780,-4.359756,1
11:29:39.560,0.753418,-0.168945,0.594482,-2.743902,4.847561,-4.512195,1
11:29:39.617,0.753906,-0.173340,0.588135,0.762195,2.591464,-4.207317,1
11:29:39.627,0.755127,-0.170166,0.589355,4.115854,0.060976,-4.054878,1
11:29:39.650,0.762939,-0.166260,0.572266,3.414634,-1.097561,-5.853659,1
11:29:39.707,0.773682,-0.168213,0.588867,2.530488,-1.097561,-6.128049,1
11:29:39.742,0.775635,-0.171143,0.592529,1.798781,-2.012195,-6.036585,1
11:29:39.756,0.776367,-0.184082,0.583740,5.975610,-3.140244,-5.121951,1
11:29:39.787,0.778809,-0.189209,0.570312,5.884147,-2.896342,-3.109756,1
11:29:39.819,0.787598,-0.178955,0.599854,3.902439,-2.774390,-2.347561,1
11:29:39.853,0.783447,-0.192871,0.587646,4.054878,-2.439024,-1.829268,1
11:29:39.887,0.778809,-0.172607,0.591309,2.347561,-2.774390,-1.707317,1
11:29:39.922,0.781738,-0.171631,0.580078,2.317073,-1.310976,-1.554878,1
11:29:39.959,0.787842,-0.182373,0.585938,3.963415,0.000000,-0.335366,1
11:29:39.992,0.794189,-0.161377,0.599854,0.274390,0.640244,-0.396341,1
11:29:40.026,0.787842,-0.156982,0.597412,0.518293,0.426829,-0.152439,1
11:29:40.058,0.784668,-0.167480,0.587402,1.371951,0.609756,0.274390,1
11:29:40.093,0.788574,-0.153809,0.583008,1.371951,1.189024,-0.365854,1
11:29:40.124,0.790039,-0.150635,0.582275,2.103659,0.975610,-1.158537,1
11:29:40.159,0.788818,-0.155273,0.592285,-0.335366,0.548781,-0.914634,1
11:29:40.193,0.783936,-0.158691,0.594482,1.250000,0.213415,-0.304878,1
11:29:40.227,0.785645,-0.157715,0.583740,1.432927,1.280488,-0.731707,1
11:29:40.238,0.789795,-0.154541,0.581055,-0.670732,1.615854,-1.128049,1
11:29:40.288,0.783447,-0.168945,0.578613,2.652439,0.365854,-1.463415,1
11:29:40.327,0.789307,-0.155518,0.578857,0.030488,1.036585,-1.737805,1
11:29:40.336,0.789062,-0.156494,0.600830,-1.250000,0.762195,-1.463415,1
11:29:40.388,0.782715,-0.157227,0.583496,1.554878,0.457317,-1.402439,1
11:29:40.424,0.787109,-0.172363,0.584717,1.707317,0.640244,-1.250000,1
11:29:40.454,0.781738,-0.142090,0.597168,-1.006098,0.426829,-2.134146,1
11:29:40.486,0.785156,-0.164062,0.593994,1.463415,0.823171,-1.646342,1
11:29:40.523,0.797607,-0.172119,0.592773,2.500000,1.371951,-1.219512,1
11:29:40.543,0.789062,-0.143311,0.586914,-1.432927,1.371951,-2.530488,1
11:29:40.576,0.779297,-0.150146,0.580078,1.707317,0.670732,-2.286585,1
11:29:41.892,0.791504,-0.181152,0.583740,-0.823171,2.317073,-0.518293,1
11:29:41.946,0.780762,-0.180664,0.592285,0.457317,1.463415,-0.884146,1
11:29:41.985,0.775146,-0.161377,0.583252,-1.676829,1.280488,-1.219512,1
11:29:41.990,0.778320,-0.174316,0.586670,0.487805,0.579268,-1.554878,1
11:29:42.061,0.787109,-0.169678,0.583252,0.853659,0.487805,-1.341463,1
11:29:42.069,0.785645,-0.177246,0.589111,0.701220,0.487805,-1.646342,1
11:29:42.098,0.784668,-0.177246,0.592285,-0.548781,1.310976,-1.798781,1
11:29:42.159,0.785156,-0.177002,0.583740,0.914634,1.128049,-1.890244,1
11:29:42.176,0.782959,-0.174316,0.591797,-0.853659,0.304878,-1.951220,1
11:29:42.214,0.781250,-0.177002,0.584473,1.128049,0.365854,-1.585366,1
11:29:42.227,0.777832,-0.179688,0.586182,1.707317,0.365854,-1.128049,1
11:29:42.264,0.781006,-0.167969,0.582031,0.243902,0.457317,-2.164634,1
11:29:42.299,0.784912,-0.169922,0.581299,1.829268,-0.030488,-1.737805,1
11:29:42.332,0.783203,-0.176514,0.580322,0.823171,0.091463,-1.493902,1
11:29:42.370,0.789062,-0.176514,0.574951,-1.097561,1.189024,-3.048780,1
11:29:42.395,0.787842,-0.164795,0.595703,-6.371952,2.195122,-2.591464,1
11:29:42.428,0.782959,-0.183838,0.587891,-6.219512,2.987805,-3.536585,1
11:29:42.463,0.782715,-0.151855,0.581299,-19.024391,6.371952,-7.804878,1
11:29:42.500,0.797119,-0.137451,0.594238,-28.018293,9.115854,-11.219513,1
11:29:42.533,0.764404,-0.208252,0.605469,-17.164635,3.170732,-8.201220,1
11:29:42.567,0.756104,-0.168701,0.571289,-11.341464,3.231707,-6.951220,1
11:29:42.601,0.790039,-0.195801,0.604004,-7.439024,2.500000,-6.981708,1
11:29:42.631,0.787354,-0.184326,0.573975,-0.152439,1.981707,-5.060976,1
11:29:42.671,0.822021,-0.231445,0.580322,6.067073,2.378049,0.243902,1
11:29:42.683,0.807129,-0.210205,0.595947,3.871951,3.750000,4.329268,1
11:29:42.729,0.795410,-0.184814,0.588379,-2.134146,5.823171,5.609756,1
11:29:42.763,0.767822,-0.155029,0.579834,5.701220,5.518293,8.018292,1
11:29:42.800,0.782471,-0.181396,0.584473,14.176829,2.286585,6.371952,1
11:29:42.827,0.817627,-0.231201,0.545410,12.682927,2.621951,3.719512,1
11:29:42.871,0.811768,-0.189941,0.593262,8.536586,2.621951,4.573171,1
11:29:42.889,0.772705,-0.184082,0.634521,-4.115854,4.054878,0.030488,1
11:29:42.931,0.741699,-0.165527,0.608398,-5.000000,4.054878,-3.079268,1
11:29:42.963,0.725098,-0.181396,0.582764,-1.585366,3.384146,-4.359756,1
11:29:43.000,0.732178,-0.177490,0.605957,-6.737805,1.829268,-8.170732,1
11:29:43.027,0.740234,-0.170410,0.624756,-7.012195,0.152439,-9.695122,1
11:29:43.042,0.750000,-0.173340,0.588867,-5.182927,-0.182927,-10.335366,1
11:29:43.081,0.759766,-0.207520,0.586670,-2.286585,-0.914634,-9.634147,1
11:29:43.112,0.770020,-0.198242,0.624023,-1.707317,-1.737805,-8.170732,1
11:29:43.145,0.768555,-0.211182,0.601318,3.871951,-1.768293,-6.128049,1
11:29:43.176,0.768555,-0.209717,0.595703,6.158537,-1.798781,-3.292683,1
11:29:43.210,0.776367,-0.195068,0.603516,0.884146,-1.402439,-3.719512,1
11:29:43.244,0.776611,-0.188965,0.595215,2.804878,-1.158537,-2.621951,1
11:29:43.280,0.777100,-0.188477,0.598145,1.981707,-2.042683,-2.225610,1
11:29:43.337,0.779541,-0.186279,0.582764,3.506098,-1.676829,-2.469512,1
11:29:43.346,0.790527,-0.188721,0.588379,5.213415,0.701220,0.000000,1
11:29:43.370,0.799805,-0.181885,0.603760,1.585366,2.042683,-0.182927,1
11:29:43.403,0.782715,-0.156738,0.607422,1.920732,1.036585,-0.274390,1
11:29:43.442,0.771973,-0.169678,0.587158,2.103659,0.853659,-0.914634,1
11:29:43.478,0.775879,-0.160645,0.593018,1.737805,0.975610,-0.762195,1
11:29:43.511,0.782227,-0.167480,0.598633,1.585366,1.189024,-0.945122,1
11:29:43.545,0.777100,-0.164551,0.596924,1.250000,1.280488,-1.402439,1
11:29:43.554,0.779297,-0.163574,0.598633,0.335366,0.609756,-1.280488,1
11:29:43.609,0.780518,-0.170654,0.592529,1.006098,0.731707,-0.670732,1
11:29:43.644,0.776123,-0.166748,0.592773,0.274390,1.006098,-0.914634,1
11:29:45.478,0.770508,-0.194580,0.595215,1.920732,0.274390,-2.195122,1
11:29:45.516,0.770264,-0.189209,0.602539,1.829268,-0.060976,-1.829268,1
11:29:45.548,0.766113,-0.192871,0.603760,1.006098,0.060976,-1.890244,1
11:29:45.589,0.761963,-0.186768,0.594727,1.280488,0.213415,-2.042683,1
11:29:45.628,0.766602,-0.193848,0.603271,0.914634,0.518293,-1.493902,1
11:29:45.660,0.770996,-0.191650,0.605225,0.365854,0.792683,-1.676829,1
11:29:45.694,0.766602,-0.195801,0.602783,1.676829,0.701220,-1.036585,1
11:29:45.726,0.770508,-0.194336,0.604492,0.701220,0.640244,-0.853659,1
11:29:45.758,0.763916,-0.182617,0.601318,0.792683,1.067073,-1.097561,1
11:29:45.796,0.760742,-0.182617,0.593506,1.585366,0.640244,-1.158537,1
11:29:45.830,0.767334,-0.184814,0.595947,-0.213415,-0.213415,-1.798781,1
11:29:45.861,0.771240,-0.186768,0.601562,0.792683,-0.884146,0.060976,1
11:29:45.897,0.769775,-0.186523,0.606934,1.280488,-1.341463,1.554878,1
11:29:45.910,0.760010,-0.199219,0.566895,6.097561,-1.615854,0.152439,1
11:29:45.944,0.772217,-0.171143,0.614014,4.695122,-0.152439,1.097561,1
11:29:46.004,0.783447,-0.187744,0.613281,0.304878,2.317073,0.060976,1
11:29:46.016,0.786865,-0.183594,0.608398,-6.006098,4.512195,-8.048780,1
11:29:46.076,0.747070,-0.148926,0.575195,-16.189024,-0.030488,-12.378049,1
11:29:46.098,0.731934,-0.124512,0.556396,-12.164635,-5.396342,-16.128050,1
11:29:46.111,0.769531,-0.197021,0.552002,7.103659,-5.548780,-8.262196,1
11:29:46.170,0.851562,-0.225342,0.615234,-14.939025,-1.768293,-5.243903,1
11:29:46.187,0.798096,-0.170654,0.646240,-16.036585,2.774390,-4.237805,1
11:29:46.200,0.787354,-0.227783,0.627686,-5.853659,7.012195,1.097561,1
11:29:46.256,0.818848,-0.205078,0.652832,-7.347561,11.036586,4.329268,1
11:29:46.281,0.806396,-0.141846,0.602783,-13.323171,13.963415,4.573171,1
11:29:46.316,0.774658,-0.130615,0.566650,5.518293,10.000000,6.768293,1
11:29:46.334,0.747803,-0.153320,0.581787,12.225610,9.451220,9.573171,1
11:29:46.370,0.826904,-0.170898,0.623047,7.073171,8.658537,7.408537,1
11:29:46.402,0.765869,-0.247803,0.631348,9.146341,5.274390,3.414634,1
11:29:46.434,0.714111,-0.141846,0.610840,-0.091463,3.628049,-3.170732,1
11:29:46.466,0.694580,-0.156494,0.594971,3.140244,1.189024,-6.341464,1
11:29:46.499,0.704102,-0.183838,0.606445,6.890244,-1.250000,-7.621952,1
11:29:46.533,0.736084,-0.186768,0.607178,4.359756,-2.012195,-8.750000,1
11:29:46.566,0.745361,-0.211914,0.606201,6.158537,-3.597561,-9.329268,1
11:29:46.602,0.755371,-0.200684,0.597656,5.670732,-3.628049,-7.378049,1
11:29:46.635,0.756104,-0.204102,0.595703,3.140244,-3.689024,-5.274390,1
11:29:46.675,0.755127,-0.209229,0.604736,5.609756,-5.030488,-3.597561,1
11:29:46.700,0.757324,-0.214355,0.592529,8.780488,-5.335366,-1.737805,1
11:29:46.737,0.770508,-0.192627,0.605957,5.609756,-4.329268,-0.762195,1
11:29:46.777,0.778564,-0.189697,0.604492,4.634147,-2.835366,-1.676829,1
11:29:46.788,0.777344,-0.183350,0.611816,0.975610,-0.945122,-0.823171,1
11:29:46.821,0.774170,-0.175049,0.610352,1.250000,-0.060976,-0.579268,1
11:29:46.880,0.770996,-0.173584,0.615479,1.951220,0.335366,0.030488,1
11:29:46.887,0.763916,-0.160889,0.605225,2.408537,-0.213415,-0.823171,1
11:29:46.938,0.764648,-0.159424,0.624268,2.012195,-0.792683,-0.579268,1
11:29:46.977,0.780762,-0.155762,0.605469,2.073171,0.304878,-0.914634,1
11:29:46.985,0.773682,-0.165039,0.611816,4.451220,0.518293,-1.036585,1
11:29:47.035,0.782959,-0.153809,0.608887,1.402439,1.280488,-1.310976,1
11:29:47.042,0.780029,-0.150635,0.620850,-0.243902,1.371951,-1.341463,1
11:29:47.096,0.777100,-0.154785,0.604736,2.682927,1.219512,-1.493902,1
11:29:47.126,0.774170,-0.148438,0.596680,-1.310976,1.981707,-1.707317,1
11:29:47.177,0.777100,-0.157227,0.601074,-1.676829,2.012195,-2.530488,1
11:29:47.184,0.774658,-0.162842,0.606201,-0.579268,1.951220,-2.378049,1
11:29:47.225,0.771973,-0.163330,0.589600,-1.036585,1.707317,-2.378049,1
11:29:49.310,0.768066,-0.191895,0.595703,-0.152439,0.304878,-2.164634,1
11:29:49.383,0.770020,-0.199951,0.601074,1.768293,-0.365854,-1.676829,1
11:29:49.398,0.767578,-0.193604,0.597412,-0.091463,0.060976,-1.676829,1
11:29:49.425,0.766602,-0.199951,0.597656,1.585366,0.091463,-0.884146,1
11:29:49.479,0.768555,-0.203369,0.602783,1.585366,0.030488,-0.670732,1
11:29:49.484,0.766357,-0.184814,0.601318,-0.640244,0.243902,-0.823171,1
11:29:49.524,0.762939,-0.198486,0.599854,2.378049,0.670732,-0.457317,1
11:29:49.578,0.772705,-0.188965,0.608154,-1.310976,0.426829,-0.640244,1
11:29:49.587,0.766602,-0.191650,0.598633,-0.731707,-0.182927,-0.365854,1
11:29:49.614,0.761475,-0.193359,0.590576,-0.335366,-0.579268,-0.579268,1
11:29:49.647,0.767578,-0.183838,0.588867,-0.121951,-1.798781,-1.280488,1
11:29:49.691,0.770752,-0.170410,0.588135,1.036585,-2.530488,-2.225610,1
11:29:49.736,0.778076,-0.186035,0.577148,-0.213415,-1.128049,-2.591464,1
11:29:49.768,0.795410,-0.190918,0.591797,-2.957317,1.798781,-2.439024,1
11:29:49.801,0.798584,-0.184082,0.597656,-3.506098,5.335366,-4.451220,1
11:29:49.834,0.780762,-0.262939,0.619141,13.414635,2.134146,-1.920732,1
11:29:49.867,0.779053,-0.128418,0.618164,-13.810976,2.682927,-6.128049,1
11:29:49.905,0.741455,-0.138428,0.589600,-5.457317,-0.060976,-6.158537,1
11:29:49.913,0.780762,-0.217041,0.573975,6.371952,-2.530488,-5.945122,1
11:29:49.943,0.815430,-0.175537,0.611084,-4.664634,0.670732,-5.243903,1
11:29:50.000,0.835449,-0.239014,0.621826,-3.689024,2.896342,0.640244,1
11:29:50.035,0.808838,-0.175049,0.564697,-18.384148,5.213415,-1.737805,1
11:29:50.066,0.782471,-0.091553,0.508789,-6.707317,4.786585,0.213415,1
11:29:50.082,0.760010,-0.166260,0.568115,-6.158537,7.103659,-2.134146,1
11:29:50.119,0.819336,-0.146484,0.625732,-22.439026,8.780488,-6.006098,1
11:29:50.157,0.785156,-0.210449,0.647705,-24.908537,10.182927,-6.981708,1
11:29:50.186,0.764404,-0.194824,0.599854,-22.042683,11.585366,-7.164634,1
11:29:50.216,0.735107,-0.224365,0.602051,-7.713415,7.408537,-4.634147,1
11:29:50.252,0.704834,-0.235840,0.604492,0.121951,1.219512,-3.689024,1
11:29:50.291,0.710205,-0.241699,0.568359,7.103659,-2.774390,-4.085366,1
11:29:50.301,0.733643,-0.217285,0.562988,5.762195,-2.835366,-4.115854,1
11:29:50.351,0.747314,-0.232910,0.604004,5.243903,-3.445122,-3.170732,1
11:29:50.389,0.757080,-0.221924,0.602783,7.560976,-3.506098,-2.652439,1
11:29:50.424,0.764160,-0.233398,0.591064,7.317073,-3.780488,-1.219512,1
11:29:50.454,0.781494,-0.210205,0.587158,5.487805,-2.317073,-1.951220,1
11:29:50.487,0.782715,-0.200439,0.611816,6.189024,-0.365854,-0.487805,1
11:29:50.506,0.789307,-0.200928,0.614990,3.871951,1.432927,0.853659,1
11:29:50.539,0.780273,-0.200195,0.603760,4.146341,1.219512,0.701220,1
11:29:50.574,0.770264,-0.185547,0.594238,3.018293,1.189024,-0.396341,1
11:29:50.591,0.766846,-0.176270,0.600098,3.506098,0.731707,-0.945122,1
11:29:50.648,0.772217,-0.195068,0.591797,5.792683,0.884146,-0.853659,1
11:29:50.687,0.773926,-0.193115,0.596680,3.719512,1.280488,-0.243902,1
11:29:50.697,0.776367,-0.173828,0.607910,0.030488,1.250000,-1.676829,1
11:29:50.746,0.768311,-0.196533,0.595703,2.500000,0.945122,-1.097561,1
11:29:54.457,0.767334,-0.186035,0.602539,-0.274390,1.219512,-1.646342,1
11:29:54.505,0.766357,-0.186768,0.596680,0.609756,0.792683,-1.981707,1
11:29:54.548,0.769531,-0.197266,0.599609,1.707317,-0.182927,-1.768293,1
11:29:54.578,0.770020,-0.190674,0.600830,-0.914634,0.213415,-1.432927,1
11:29:54.611,0.768311,-0.192139,0.596436,1.707317,0.426829,-0.884146,1
11:29:54.642,0.769531,-0.191406,0.601074,0.548781,0.335366,-1.067073,1
11:29:54.675,0.766846,-0.186768,0.595459,0.304878,-0.121951,-1.280488,1
11:29:54.708,0.764648,-0.189209,0.596924,1.676829,-0.182927,-0.853659,1
11:29:54.740,0.768555,-0.192871,0.598877,1.006098,-0.060976,-0.365854,1
11:29:54.778,0.768555,-0.188232,0.601318,0.274390,-0.304878,-1.036585,1
11:29:54.795,0.770508,-0.183838,0.598633,0.152439,0.213415,-0.670732,1
11:29:54.854,0.772217,-0.187500,0.600342,1.250000,0.060976,-0.426829,1
11:29:54.862,0.772217,-0.186035,0.597656,2.103659,-0.274390,-0.487805,1
11:29:54.914,0.773193,-0.190674,0.604980,1.646342,0.121951,-1.158537,1
11:29:54.930,0.773438,-0.181396,0.595703,0.426829,0.762195,-1.951220,1
11:29:54.963,0.775391,-0.184326,0.593750,2.256098,-0.243902,-1.341463,1
11:29:54.997,0.773682,-0.171631,0.578369,1.829268,-1.128049,-2.256098,1
11:29:55.031,0.780029,-0.166748,0.590820,-3.871951,1.128049,-3.292683,1
11:29:55.063,0.765381,-0.139160,0.572754,-7.347561,2.103659,-6.859756,1
11:29:55.094,0.759766,-0.136719,0.568359,-7.621952,0.121951,-11.554878,1
11:29:55.128,0.775391,-0.197021,0.633789,-3.567073,0.091463,-9.146341,1
11:29:55.163,0.795410,-0.197021,0.639160,-5.792683,1.798781,-8.079268,1
11:29:55.171,0.804199,-0.237305,0.605225,7.835366,1.768293,-0.975610,1
11:29:55.229,0.786865,-0.196777,0.614990,0.823171,2.591464,0.670732,1
11:29:55.262,0.765137,-0.167969,0.586914,1.250000,4.146341,0.335366,1
11:29:55.295,0.786865,-0.166260,0.566895,1.402439,5.304878,0.274390,1
11:29:55.328,0.821777,-0.202637,0.584473,-8.902439,7.378049,2.012195,1
11:29:55.351,0.812744,-0.148438,0.586426,-13.963415,8.902439,1.981707,1
11:29:55.383,0.770996,-0.189941,0.556641,2.865854,3.506098,-1.189024,1
11:29:55.437,0.772705,-0.172363,0.539551,-4.542683,0.945122,-7.469512,1
11:29:55.445,0.767578,-0.168945,0.603271,-3.292683,-0.304878,-7.682927,1
11:29:55.470,0.766602,-0.159424,0.611816,-5.975610,0.579268,-8.414635,1
11:29:55.528,0.769531,-0.163574,0.617432,-8.750000,2.439024,-9.390244,1
11:29:55.566,0.769287,-0.178955,0.623047,-6.006098,2.256098,-9.024390,1
11:29:55.576,0.769043,-0.183105,0.603271,-3.658537,2.469512,-7.256098,1
11:29:55.604,0.761475,-0.191895,0.611328,-1.036585,1.189024,-6.646342,1
11:29:55.660,0.751953,-0.190430,0.596680,2.530488,-0.396341,-5.579268,1
11:29:55.695,0.757812,-0.201416,0.593262,2.682927,-1.676829,-4.939024,1
11:29:55.727,0.766602,-0.194824,0.593506,2.317073,-1.646342,-5.884147,1
11:29:55.765,0.764893,-0.194336,0.589844,3.841464,-1.402439,-4.512195,1
11:29:55.779,0.770508,-0.192871,0.597900,1.371951,-2.103659,-3.414634,1
11:29:55.805,0.784668,-0.195068,0.593750,3.414634,-0.670732,-1.219512,1
11:29:55.837,0.789795,-0.202148,0.602783,2.743902,0.609756,-0.457317,1
11:29:55.870,0.781250,-0.182617,0.601074,1.798781,0.609756,-0.884146,1
11:29:55.908,0.776855,-0.166748,0.593994,1.493902,0.609756,-0.884146,1
11:29:55.965,0.780029,-0.166748,0.601318,2.469512,0.518293,-0.670732,1
11:29:55.975,0.782959,-0.168701,0.593506,3.201220,0.640244,-0.365854,1
11:29:56.024,0.784424,-0.166016,0.597168,1.097561,1.463415,-0.426829,1
11:29:56.057,0.782715,-0.160889,0.596191,2.500000,1.128049,-0.701220,1
11:29:56.069,0.777588,-0.163818,0.583984,1.737805,-0.030488,-1.554878,1
11:29:56.144,0.779053,-0.160645,0.591797,1.036585,0.091463,-1.554878,1
11:29:59.267,0.772217,-0.191406,0.599121,-1.067073,0.823171,-1.310976,1
11:29:59.323,0.771484,-0.190186,0.597900,0.548781,0.426829,-1.310976,1
11:29:59.354,0.768799,-0.190430,0.601318,-0.060976,0.609756,-0.914634,1
11:29:59.387,0.766113,-0.187988,0.598633,-0.030488,0.518293,-1.158537,1
11:29:59.420,0.765869,-0.180176,0.604492,-0.609756,0.762195,-1.128049,1
11:29:59.456,0.769043,-0.191406,0.605957,0.487805,0.640244,-0.823171,1
11:29:59.473,0.769775,-0.183350,0.605225,-0.091463,0.701220,-0.945122,1
11:29:59.531,0.770508,-0.187744,0.607178,0.792683,0.731707,-1.128049,1
11:29:59.563,0.762451,-0.184326,0.604736,0.579268,0.762195,-0.884146,1
11:29:59.596,0.764648,-0.188721,0.610107,0.335366,0.182927,-1.036585,1
11:29:59.628,0.759766,-0.186523,0.599854,1.280488,0.548781,-1.341463,1
11:29:59.663,0.765869,-0.176025,0.599365,-0.731707,0.548781,-1.768293,1
11:29:59.673,0.764648,-0.177002,0.600342,-1.890244,0.091463,-2.835366,1
11:29:59.733,0.767090,-0.187256,0.594971,-2.743902,-0.548781,-2.560976,1
11:29:59.765,0.764893,-0.187988,0.578613,0.000000,-1.829268,-3.018293,1
11:29:59.793,0.768311,-0.165527,0.560791,-3.810976,-1.341463,-4.817073,1
11:29:59.827,0.792236,-0.167236,0.582031,-8.109756,1.768293,-5.731708,1
11:29:59.862,0.785889,-0.193115,0.578613,-5.182927,1.585366,-6.737805,1
11:29:59.885,0.794922,-0.162354,0.607178,-14.451220,2.713415,-10.396341,1
11:29:59.916,0.774902,-0.173096,0.646484,-14.420732,3.658537,-9.817074,1
11:29:59.972,0.767578,-0.221680,0.613037,-4.420732,2.317073,-6.128049,1
11:29:59.987,0.769043,-0.207275,0.620117,-5.121951,2.713415,-3.262195,1
11:30:00.023,0.785889,-0.237793,0.619385,0.457317,2.896342,-2.774390,1
11:30:00.049,0.784180,-0.203369,0.593994,2.469512,3.262195,-1.920732,1
11:30:00.085,0.795654,-0.194336,0.585449,0.243902,4.390244,0.701220,1
11:30:00.117,0.789795,-0.188232,0.581543,-4.146341,4.512195,0.762195,1
11:30:00.150,0.790527,-0.124023,0.553223,-2.530488,2.774390,2.682927,1
11:30:00.157,0.778320,-0.221191,0.570068,3.323171,2.896342,-1.097561,1
11:30:00.206,0.814209,-0.165771,0.599609,-5.457317,3.719512,-2.439024,1
11:30:00.244,0.794922,-0.192139,0.621094,-2.286585,4.817073,-4.512195,1
11:30:00.258,0.765625,-0.165771,0.610352,-5.701220,5.426829,-6.768293,1
11:30:00.311,0.736084,-0.159424,0.607178,-8.963415,5.000000,-10.000000,1
11:30:00.342,0.729492,-0.184326,0.611816,-3.658537,2.530488,-9.756098,1
11:30:00.375,0.724121,-0.200684,0.594727,0.823171,-0.487805,-8.993902,1
11:30:00.407,0.748047,-0.199951,0.599854,2.865854,-1.920732,-8.231708,1
11:30:00.443,0.752197,-0.211670,0.595215,2.286585,-2.408537,-6.981708,1
11:30:00.451,0.762451,-0.217285,0.602051,5.365854,-2.378049,-4.237805,1
11:30:00.509,0.774170,-0.204590,0.591064,2.926829,-1.371951,-3.079268,1
11:30:00.541,0.785400,-0.197021,0.584717,0.914634,-0.548781,-1.524390,1
11:30:00.575,0.783447,-0.201660,0.602051,3.932927,-1.341463,0.365854,1
11:30:00.608,0.776855,-0.184082,0.586182,4.085366,-0.274390,0.914634,1
11:30:00.644,0.774414,-0.173340,0.605957,4.329268,0.518293,0.091463,1
11:30:00.652,0.773438,-0.150879,0.614990,0.426829,1.493902,-1.067073,1
11:30:00.696,0.766602,-0.169922,0.612793,1.737805,1.432927,-0.762195,1
11:30:00.729,0.775391,-0.170654,0.602783,0.640244,1.981707,-0.609756,1
11:30:00.759,0.778320,-0.166016,0.613770,0.945122,1.036585,-0.975610,1
11:30:00.790,0.773193,-0.172363,0.596924,3.018293,0.853659,-0.792683,1
11:30:03.633,0.764893,-0.202637,0.596924,0.975610,0.182927,-1.981707,1
11:30:03.673,0.770264,-0.199707,0.600342,1.158537,1.219512,-1.432927,1
11:30:03.734,0.765381,-0.196533,0.594238,0.884146,0.548781,-1.646342,1
11:30:03.747,0.769043,-0.204102,0.605713,1.189024,-0.396341,-1.646342,1
11:30:03.776,0.764893,-0.199951,0.599609,1.737805,0.518293,-0.640244,1
11:30:03.812,0.766357,-0.201660,0.603760,2.195122,0.762195,-0.152439,1
11:30:03.845,0.768799,-0.197754,0.607422,-0.213415,1.646342,-0.945122,1
11:30:03.877,0.766357,-0.201904,0.607910,3.140244,0.762195,0.030488,1
11:30:03.916,0.766357,-0.201904,0.595947,2.317073,1.158537,0.579268,1
11:30:03.947,0.765869,-0.199463,0.598145,1.707317,1.189024,-0.243902,1
