24,36,0,1,2,3,4,5,6,7,8,9,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0022217,0.75293,0.7483155,0.737793,0.00464067,0.00002154,0.0002199,-0.105957,-0.1191163,-0.134033,0.00713325,0.00005088,0.0010011,0.647461,0.6409913,0.634033,0.004024,0.00001619,1.7957318,2.317073,-0.3018294,-14.817074,4.88279994,23.84173527,-8.1646347,81.036591,8.8536591,0.213415,24.06410236,579.0810226,2.6036588,-0.823171,-4.432927,-30.579269,8.72527969,76,8
0.0024413,0.754883,0.7477051,0.734131,0.00624651,0.00003902,0.0024658,-0.093506,-0.11521,-0.128662,0.00894653,0.00008004,-0.0059081,0.648682,0.6341309,0.615967,0.01029635,0.00010601,-0.0792683,2.5,1.5792683,0.609756,0.57424003,0.32975162,-0.8048781,0.518293,-0.9146341,-2.134146,0.99139296,0.98286,-0.4390244,-0.640244,-2.0182928,-3.871951,0.92441911,0.85455069,8
0.0044921,0.810303,0.7706053,0.736084,0.01945704,0.00037858,-0.0085936,-0.023438,-0.1123536,-0.193604,0.04766475,0.00227193,0.014038,0.70166,0.6489502,0.611084,0.02510126,0.00063007,1.7164635,4.695122,-0.1737807,-15.792684,6.32235154,39.97212901,3.0823172,6.432927,1.7835366,-1.829268,3.30294961,10.90947613,3.3292684,2.652439,-2.8414636,-11.006098,4.26502075,18.19040196,8
-0.0055419,0.772949,0.7526611,0.727051,0.01368542,0.00018729,-0.0011476,-0.051025,-0.0948974,-0.124023,0.01865846,0.00034814,0.0097655,0.669678,0.6344239,0.596924,0.02336983,0.00054615,-1.5548781,9.756098,2.7804879,-2.652439,3.24977119,10.56101277,-1.359756,6.189024,2.8414634,0.579268,1.68616017,2.84313612,-1.6554878,2.103659,-1.4481708,-3.689024,1.83815178,3.37880198,8
-0.0059325,0.753906,0.7440673,0.735107,0.00645749,0.0000417,-0.0023439,-0.088867,-0.1018067,-0.111572,0.00713298,0.00005088,-0.0042726,0.658936,0.6463622,0.63623,0.00720804,0.00005196,0.2560976,2.256098,1.542683,-1.158537,0.94543682,0.89385078,-0.9786585,2.591464,0.5518293,-1.310976,1.23897962,1.53507051,0.1981709,-3.04878,-4.0030487,-5,0.48398858,0.23424494,0
0.0042235,0.75415,0.7434813,0.736328,0.00570576,0.00003256,0.0061767,-0.060791,-0.0891847,-0.109863,0.01392552,0.00019392,-0.0090575,0.665039,0.6468507,0.626221,0.01290114,0.00016644,0.8170732,7.317073,3.5426828,1.463415,1.65808817,2.74925638,-0.8689024,-0.335366,-1.6432926,-3.567073,1.06893995,1.14263261,0.7743902,1.554878,-0.8170732,-3.079268,1.32429418,1.75375507,0
0.0115966,0.825439,0.7727296,0.744141,0.02343592,0.00054924,-0.0159179,-0.056152,-0.0793457,-0.125732,0.02365297,0.00055946,0.011963,0.712158,0.651416,0.600098,0.03271559,0.00107031,3.2743903,10.182927,-0.1524391,-11.310976,6.55896093,43.01996853,0.4786584,3.414634,-0.4298782,-4.481708,2.0695112,4.28287659,1.125,1.768293,-2.6310976,-5.792683,2.43028353,5.90627802,0
-0.0089599,0.794434,0.7675049,0.749756,0.01475631,0.00021775,0.0058106,-0.047607,-0.0717774,-0.091797,0.01265029,0.00016003,0.0041015,0.657471,0.6286623,0.585205,0.02119596,0.00044927,-3.2073171,7.835366,1.6829269,-4.969512,3.99620114,15.96962352,0.4542682,5.365854,2.9908538,0.670732,1.35651536,1.84013391,-2.6646343,6.463415,0.2743903,-3.871951,3.29141246,10.83339596,0
-0.0000731,0.764648,0.7539795,0.74707,0.00504023,0.0000254,-0.0030761,-0.052979,-0.0680177,-0.084229,0.01184781,0.00014037,-0.0034912,0.661621,0.6473388,0.631592,0.00940387,0.00008843,1.2500001,3.597561,0.2439025,-6.585366,2.74847184,7.55409746,-0.7469512,3.932927,2.2591464,0.97561,0.93776138,0.87939641,0.2286585,-3.079268,-4.5396343,-5.792683,0.86956553,0.75614422,0
